sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3490529,8,8.0,0,0,0,0,0,0,0,0,0,,0,0.53,0.53,0,,,,,,
3428264,3,8.0,0,0,1,3,0,1,2,3,1,,0,0.73,0.76,0,,,,,,
3432894,132,8.0,30,636,1164,1836,118,578,1168,1570,127,,60,0.31,0.2,1,,,,,,
3442836,8,8.0,0,0,0,0,0,7,11,21,3,,0,0.73,0.7,0,,,,,,
3478832,4,8.0,0,0,0,0,0,2,2,3,1,,0,0.56,0.68,0,,,,,,
3305371,2,3.0,0,7,12,17,1,4,9,15,0,,0,0.89,0.9,0,,,,,,
3364454,6,8.0,0,0,0,0,0,0,0,0,1,,0,0.98,0.99,0,,,,,,
3294740,16,2.0,12,12,24,48,7,18,32,40,5,,0,0.85,0.83,0,,,,,,
3419037,6,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3489695,6,12.0,0,0,0,0,0,0,0,1,0,,0,0.57,0.68,0,,,,,,
3338927,20,9.0,0,0,0,0,0,0,1,3,0,,0,0.85,0.82,0,,,,,,
3354673,3,2.0,0,0,0,0,0,0,0,0,0,,0,0.98,0.97,0,,,,,,
3368434,12,9.0,0,0,0,0,0,0,1,1,0,,0,0.99,0.99,0,,,,,,
3494782,1345,8.0,4,0,5000,5000,333,636,1417,1847,292,,0,0.98,0.96,0,,,,,,
3375561,18,8.0,0,0,0,12,0,0,10,19,6,,0,0.98,0.97,0,,,,,,
3466539,1,8.0,0,10,14,22,3,8,18,27,2,,0,0.93,0.92,0,,,,,,
3351552,593,8.0,712,1650,2550,3450,392,1468,2301,3947,390,,0,0.94,0.94,0,,,,,,
3370460,208,2.0,20,337,517,793,94,275,573,835,106,,0,0.33,0.32,0,,,,,,
3451363,20,8.0,0,0,0,0,0,0,0,0,1,,0,0.37,0.34,0,,,,,,
3442103,12,8.0,0,0,0,0,5,7,8,15,0,,0,0.18,0.33,0,,,,,,
3445090,103,4.0,20,196,383,576,52,189,390,626,36,,0,0.79,0.66,1,,,,,,
3294989,1,8.0,0,2,4,5,1,2,3,4,0,,0,0.82,0.81,0,,,,,,
3313675,10,9.0,2,28,56,76,2,17,43,57,7,,0,0.58,0.45,0,,,,,,
3412356,12593,8.0,2400,4800,10800,26400,3505,13526,23197,31690,3533,,0,0.99,0.99,0,,,,,,
3525253,179,,0,0,0,0,0,0,1,1,0,,0,-99.0,-99.0,0,,,,,,
3521940,17,2.0,0,0,10,10,0,0,9,12,1,,0,0.97,0.95,0,,,,,,
3519920,44,2.0,0,0,0,0,0,1,5,9,0,,0,1.0,0.95,0,,,,,,
3329020,10,10.0,0,0,0,0,0,0,0,1,0,,0,0.89,0.9,0,,,,,,
3289106,82,8.0,2,60,120,180,20,50,114,182,27,,0,0.93,0.92,0,,,,,,
3517269,52,8.0,3,30,90,130,9,59,109,176,40,,0,0.99,0.99,0,,,,,,
3297753,13,8.0,0,0,0,0,2,9,16,33,0,,0,1.0,1.0,0,,,,,,
3341141,0,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3387113,4,8.0,0,0,0,0,0,0,0,0,1,,0,0.99,0.99,0,,,,,,
3425283,27,2.0,0,0,0,0,0,0,2,3,1,,0,0.91,0.86,0,,,,,,
3292460,7,4.0,0,0,0,0,0,0,0,1,0,,0,0.73,0.78,0,,,,,,
3420764,123,8.0,0,129,225,393,29,128,259,399,47,,0,0.95,0.95,0,,,,,,
3523646,0,8.0,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3403981,1,9.0,0,2,4,6,1,2,4,6,1,,0,0.96,0.97,0,,,,,,
3423351,8,8.0,0,2,10,20,0,3,4,8,0,,0,0.82,0.81,0,,,,,,
3427318,70,8.0,0,51,97,143,24,68,126,172,55,,0,0.84,0.86,0,,,,,,
3410820,152,9.0,36,90,250,375,32,133,361,555,70,,0,0.54,0.48,0,,,,,,
3390489,8,12.0,0,5,10,15,0,2,5,10,0,,0,0.77,0.73,0,,,,,,
3371536,2,8.0,0,0,0,0,0,0,0,0,0,,0,0.95,0.97,0,,,,,,
3328459,2,8.0,0,0,0,0,0,0,0,0,0,,0,0.66,0.64,0,,,,,,
3504720,11,8.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.99,0,,,,,,
3445611,23,8.0,0,0,0,0,0,0,0,0,5,,0,0.79,0.79,0,,,,,,
3414117,33,8.0,0,0,0,0,0,0,2,3,0,,0,0.9,0.92,0,,,,,,
3514677,31,8.0,0,0,0,35,3,12,31,48,5,,0,0.19,0.38,0,,,,,,
3389365,7,8.0,0,0,0,0,0,2,2,5,0,,0,0.66,0.64,0,,,,,,
3314103,39,4.0,0,0,0,0,0,0,1,1,0,,0,0.73,0.78,0,,,,,,
3344096,22,8.0,0,40,40,80,5,31,58,82,3,,0,0.55,0.4,0,,,,,,
3468520,4,9.0,0,0,0,0,0,0,0,1,0,,0,0.54,0.48,0,,,,,,
3506655,9,8.0,0,0,0,0,0,0,0,2,0,,0,0.66,0.64,0,,,,,,
3442120,6,8.0,0,0,0,0,0,0,1,1,0,,0,0.97,0.97,0,,,,,,
3525997,4,8.0,0,0,0,0,0,1,1,1,0,,0,0.9,0.9,0,,,,,,
3316060,10978,8.0,12907,570,11550,20190,2610,11036,22364,35820,1806,,0,0.54,0.54,0,,,,,,
3303367,47,2.0,16,360,360,360,20,48,109,173,15,,0,0.5,0.52,0,,,,,,
3387751,179,,0,0,0,0,7,29,80,108,3,,0,-99.0,-99.0,0,,,,,,
3438240,64,8.0,1,28,56,112,10,52,89,148,23,,0,0.8,0.8,0,,,,,,
3519578,12,8.0,0,36,36,72,0,0,0,0,0,,0,1.0,0.98,0,,,,,,
3400266,347,8.0,0,0,0,0,0,0,0,2,4,,0,1.0,1.0,0,,,,,,
3486619,24,8.0,0,0,0,0,0,1,2,2,2,,0,0.9,0.89,0,,,,,,
3421371,396,8.0,5,0,300,300,8,41,121,411,66,,0,0.99,0.98,0,,,,,,
3452865,7,8.0,0,0,2,5,0,5,10,14,0,,0,0.97,0.98,0,,,,,,
3463891,13,9.0,0,0,0,8,2,7,17,28,0,,0,0.99,0.99,0,,,,,,
3518243,4,2.0,0,8,8,8,0,0,0,0,0,,0,0.99,0.96,0,,,,,,
3368087,4,8.0,0,0,0,0,0,0,0,1,0,,0,0.0,0.0,0,,,,,,
3517007,1,10.0,0,0,0,0,0,0,0,0,0,,0,0.89,0.9,0,,,,,,
3349655,188,8.0,0,0,0,0,3,8,14,21,6,,0,0.98,0.98,0,,,,,,
3524936,71,2.0,0,0,0,0,0,0,1,2,0,,0,1.0,0.98,0,,,,,,
3389290,18,2.0,0,0,0,0,0,0,0,0,1,,0,0.82,0.9,0,,,,,,
3519847,65,10.0,0,34,54,84,12,45,95,133,22,,0,0.77,0.84,0,,,,,,
3502622,5,2.0,0,0,0,0,0,0,0,0,0,,0,0.83,0.69,0,,,,,,
3405492,4,8.0,0,0,0,0,0,0,1,1,0,,0,0.9,0.94,0,,,,,,
3295561,143,8.0,0,0,0,0,7,16,39,68,2,,0,0.38,0.25,0,,,,,,
3497231,135,8.0,45,0,63,136,31,105,177,236,37,,0,0.25,0.31,0,,,,,,
3372255,2,8.0,0,13,13,13,0,2,2,2,3,,0,0.5,0.52,0,,,,,,
3418681,82,4.0,0,0,0,0,0,1,5,5,1,,0,0.35,0.52,0,,,,,,
3460380,6,8.0,0,0,3,6,1,4,7,8,0,,0,0.82,0.81,0,,,,,,
3429962,3,3.0,0,3,6,9,1,3,7,11,0,,0,0.98,0.98,0,,,,,,
3413783,13,2.0,0,0,0,0,0,0,0,1,0,,0,0.73,0.76,0,,,,,,
3328756,20,8.0,0,16,16,32,5,14,28,39,4,,0,0.99,0.97,0,,,,,,
3371994,809,8.0,0,0,0,0,11,18,31,55,4,,0,0.97,0.96,0,,,,,,
3418127,166,4.0,38,44,154,176,41,187,459,695,26,,0,0.73,0.78,0,,,,,,
3513813,135,8.0,0,2000,2500,3000,0,0,0,0,0,,0,0.25,0.39,0,,,,,,
3354690,8,2.0,0,0,0,0,0,1,2,2,0,,0,0.95,0.97,0,,,,,,
3455830,0,2.0,0,1,1,1,0,0,0,0,0,,0,0.37,0.34,0,,,,,,
3508117,3,2.0,0,0,0,0,0,1,1,1,1,,0,0.9,0.93,0,,,,,,
3468730,3,2.0,0,0,0,0,0,0,0,0,0,,0,0.82,0.81,0,,,,,,
3325076,0,12.0,0,404,404,404,0,0,0,0,0,,0,0.94,0.87,0,,,,,,
3467388,245,8.0,46,152,304,456,45,158,320,475,57,,0,0.96,0.93,0,,,,,,
3457253,109,8.0,0,0,0,6,5,22,66,97,5,,0,0.83,0.86,0,,,,,,
3400656,21,2.0,0,0,0,0,0,0,1,1,0,,0,0.97,0.95,0,,,,,,
3441154,52,10.0,0,0,0,0,1,2,2,6,0,,0,0.77,0.84,0,,,,,,
3317111,90,4.0,0,0,60,60,2,17,32,68,0,,0,0.73,0.78,0,,,,,,
3406277,1,9.0,0,2,4,5,0,2,3,3,0,,0,0.54,0.48,0,,,,,,
3366714,5,8.0,0,0,0,0,0,1,1,1,2,,0,0.94,0.95,0,,,,,,
3508511,22,2.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.76,0,,,,,,
3479075,46,8.0,0,0,0,0,0,0,0,0,0,,0,0.8,0.84,0,,,,,,
3300067,10,12.0,0,0,0,0,0,0,0,0,0,,0,0.77,0.73,0,,,,,,
3481517,1157,2.0,429,284,1136,1846,149,614,1359,2292,209,,0,0.89,0.94,0,,,,,,
3306741,26,4.0,0,0,0,0,0,0,2,2,0,,0,0.73,0.78,0,,,,,,
3295760,17,12.0,0,0,0,0,3,7,12,12,0,,0,0.46,0.4,0,,,,,,
3426218,16,8.0,0,28,41,67,11,29,63,82,5,,0,1.0,0.97,0,,,,,,
3409714,3,8.0,0,0,1,2,0,0,2,4,0,,0,0.77,0.71,0,,,,,,
3362045,6,12.0,0,0,0,0,0,1,2,3,0,,0,0.73,0.79,0,,,,,,
3353603,218,12.0,0,0,0,0,1,3,6,7,0,,0,0.73,0.79,0,,,,,,
3336780,133,8.0,8,92,207,299,37,118,259,405,65,,0,0.97,0.98,0,,,,,,
3301044,8,,0,0,0,0,0,0,1,1,0,,0,-99.0,-99.0,0,,,,,,
3492379,13,2.0,0,0,0,0,1,2,3,5,1,,0,0.83,0.86,0,,,,,,
3361762,14,8.0,16,230,340,460,50,158,241,316,39,,0,0.87,0.91,7,,,,,,
3406923,173,12.0,0,0,0,0,0,10,12,13,0,,0,0.94,0.87,0,,,,,,
3524719,24,2.0,0,0,40,40,7,17,35,55,0,,0,0.99,0.99,0,,,,,,
3515943,5,2.0,0,0,0,0,0,0,0,0,0,,0,0.83,0.69,0,,,,,,
3434407,1101,,0,0,72,693,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3306019,151,8.0,0,0,0,0,5,28,50,78,20,,0,1.0,0.99,0,,,,,,
3485751,63,8.0,0,0,0,0,1,1,5,8,2,,0,0.98,0.98,0,,,,,,
3468315,43,8.0,3,0,0,2,0,8,24,34,3,,0,0.5,0.16,0,,,,,,
3310117,401,8.0,0,0,0,0,0,20,49,56,0,,0,0.92,0.66,0,,,,,,
3375271,2,4.0,0,0,0,0,0,0,0,0,0,,0,0.79,0.87,0,,,,,,
3357217,7,12.0,0,0,0,0,0,0,1,1,0,,0,0.77,0.73,0,,,,,,
3440965,134,8.0,25,51,100,149,35,78,169,251,50,,0,0.91,0.95,0,,,,,,
3319724,2,9.0,0,0,0,0,0,0,1,1,1,,0,0.99,0.99,0,,,,,,
3464932,10,8.0,0,12,24,24,7,11,23,29,5,,0,0.93,0.87,0,,,,,,
3311183,38,8.0,0,0,10,20,3,9,17,31,7,,0,0.8,0.75,0,,,,,,
3313651,2,9.0,0,0,0,0,0,0,0,1,0,,0,0.99,0.99,0,,,,,,
3415388,64,,0,0,0,0,0,0,0,0,2,,0,-99.0,-99.0,0,,,,,,
3358423,255,4.0,21,240,495,735,68,215,398,510,155,,15,0.84,0.86,0,,,,,,
3374993,4,9.0,0,0,0,0,0,0,0,0,0,,0,0.93,0.89,0,,,,,,
3426347,10,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3520869,87,2.0,0,0,60,120,8,52,109,137,4,,0,0.99,0.99,0,,,,,,
3351382,267,8.0,0,0,0,0,1,2,6,6,3,,0,-99.0,-99.0,0,,,,,,
3510561,1,2.0,0,3,5,8,0,2,2,2,0,,2,0.82,0.81,0,,,,,,
3505240,695,8.0,8,0,0,0,10,118,272,405,158,,0,0.87,0.92,0,,,,,,
3362825,4,8.0,0,0,0,0,0,0,0,0,0,,0,0.87,0.8,0,,,,,,
3465059,44,2.0,0,180,360,540,35,72,131,185,0,,0,0.97,0.98,0,,,,,,
3302909,0,8.0,0,2,2,2,0,0,0,1,2,,0,0.84,0.82,0,,,,,,
3326487,109,8.0,0,0,0,0,0,3,10,63,0,,0,0.77,0.81,0,,,,,,
3401071,210,8.0,0,0,0,0,9,30,64,90,3,,0,0.69,0.67,0,,,,,,
3358202,205,16.0,164,72,324,432,44,190,378,582,74,,0,0.99,0.99,0,,,,,,
3356604,19,2.0,10,0,0,0,0,0,0,0,2,,0,0.96,0.91,0,,,,,,
3400189,263,8.0,48,744,1020,1572,97,480,573,946,549,,0,0.97,0.98,0,,,,,,
3315446,35,17.0,0,0,0,0,2,5,32,58,1,,0,0.98,0.99,0,,,,,,
3446712,15,2.0,0,0,0,0,0,0,0,0,1,,0,0.63,0.72,0,,,,,,
3442394,73,8.0,0,0,0,0,3,12,26,50,2,,0,0.99,0.99,0,,,,,,
3486177,7,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3376859,17,8.0,1,15,33,48,4,14,33,44,7,,0,0.97,0.98,0,,,,,,
3471264,2,8.0,0,0,0,0,0,0,0,0,0,,0,0.98,0.98,0,,,,,,
3312711,55,12.0,8,32,76,132,11,45,110,150,24,,0,0.87,0.8,0,,,,,,
3492985,5005,52.0,0,0,0,0,0,0,0,0,0,,0,0.94,0.87,0,,,,,,
3326573,38,8.0,0,0,0,0,0,0,0,0,0,,0,0.87,0.92,0,,,,,,
3400205,1843,4.0,175,2584,5712,8772,600,2282,4855,7704,464,,0,0.97,0.98,0,,,,,,
3338044,11,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3434862,97,4.0,0,0,0,0,0,25,60,60,0,,0,0.89,0.9,0,,,,,,
3348796,2,8.0,0,0,0,0,1,1,1,1,1,,0,0.9,0.95,0,,,,,,
3318497,104,52.0,0,0,0,0,0,0,2,8,0,,0,0.99,0.99,0,,,,,,
3291930,3,2.0,0,0,0,0,0,0,0,0,0,,0,0.83,0.69,0,,,,,,
3385408,30,2.0,0,0,0,0,0,0,2,2,0,,0,0.48,0.57,0,,,,,,
3353008,0,2.0,0,6,8,8,0,0,0,0,1,,0,0.76,0.71,0,,,,,,
3420922,10,12.0,0,0,0,0,0,0,0,0,1,,0,0.48,0.48,0,,,,,,
3510630,42,8.0,2,0,10,18,4,16,39,67,7,,0,0.99,0.99,0,,,,,,
3456592,11,4.0,0,0,0,0,0,0,0,0,0,,0,0.22,0.15,0,,,,,,
3311337,8,4.0,0,5,10,20,0,3,12,28,0,,0,0.87,0.91,0,,,,,,
3345975,0,8.0,0,0,0,0,0,2,2,2,1,,0,0.5,0.46,0,,,,,,
3505779,8085,8.0,0,0,0,0,218,616,1724,5687,532,,0,0.71,0.73,0,,,,,,
3421241,76,14.0,27,0,24,24,13,45,112,172,43,,0,0.93,0.95,0,,,,,,
3381565,369,8.0,36,280,660,1020,72,276,590,970,148,,0,0.87,0.82,0,,,,,,
3334495,38,8.0,0,100,220,340,25,77,174,265,12,,0,0.99,0.98,0,,,,,,
3454969,28,8.0,0,22,22,33,13,23,49,69,6,,0,0.73,0.7,0,,,,,,
3447571,1272,8.0,99,2196,3168,3816,220,1200,2322,4074,628,,0,0.78,0.62,0,,,,,,
3312028,4,2.0,0,1,4,7,0,4,5,10,2,,0,0.92,0.87,0,,,,,,
3493222,3,8.0,0,0,0,0,0,0,1,1,1,,0,0.94,0.95,0,,,,,,
3393917,11,12.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.79,0,,,,,,
3302330,14,8.0,0,0,0,0,1,1,2,2,0,,0,0.86,0.7,0,,,,,,
3308906,2,12.0,0,0,0,0,0,0,0,0,1,,0,0.01,0.26,0,,,,,,
3378551,96,8.0,0,0,0,0,4,15,32,46,4,,0,0.95,0.95,0,,,,,,
3298997,46,8.0,0,0,0,0,0,1,1,1,0,,0,0.83,0.85,0,,,,,,
3352176,241,9.0,0,0,0,0,0,0,0,0,0,,0,0.94,0.83,0,,,,,,
3481241,1012,2.0,0,0,0,0,35,96,121,196,21,,0,0.96,0.96,0,,,,,,
3416257,9,8.0,0,0,0,1,0,2,7,11,2,,0,0.93,0.89,0,,,,,,
3472497,126,8.0,0,0,0,0,0,8,8,36,32,,0,0.0,0.0,0,,,,,,
3478216,93,52.0,0,0,0,0,1,9,24,48,1,,0,0.82,0.88,0,,,,,,
3401008,2,4.0,0,0,0,0,0,0,1,1,2,,0,0.73,0.78,0,,,,,,
3506435,4,8.0,0,9,21,27,1,8,9,14,0,,0,0.4,0.42,0,,,,,,
3360279,3,8.0,0,0,0,0,0,0,0,0,0,,0,0.82,0.81,0,,,,,,
3442392,0,8.0,0,0,0,0,2,7,18,27,3,,0,-99.0,0.0,0,,,,,,
3475277,121,2.0,7,70,140,210,32,112,193,257,54,,0,0.98,0.98,0,,,,,,
3520126,9,2.0,0,36,36,36,0,10,10,11,13,,0,-99.0,-99.0,0,,,,,,
3445372,1,8.0,0,40,40,40,0,0,0,0,0,,0,0.5,0.52,0,,,,,,
3433677,95,2.0,0,0,0,0,0,0,0,0,0,,0,0.83,0.69,0,,,,,,
3377940,2,2.0,0,1,3,5,0,1,1,2,1,,0,1.0,1.0,0,,,,,,
3461720,2512,2.0,0,0,0,0,11,36,41,83,0,,0,1.0,0.99,0,,,,,,
3390542,135,9.0,95,0,0,70,15,80,138,186,0,,0,0.85,0.82,0,,,,,,
3369261,909,8.0,0,0,0,0,9,11,25,57,4,,0,0.86,0.91,0,,,,,,
3507796,41,2.0,0,0,0,0,0,0,0,1,1,,0,0.97,0.95,0,,,,,,
3312976,509,2.0,240,840,1560,2400,137,451,659,714,226,,0,0.73,0.82,0,,,,,,
3286088,2,8.0,0,0,0,0,0,0,0,0,0,,0,0.97,0.98,0,,,,,,
3331973,3,2.0,0,2,6,10,2,6,8,10,0,,0,0.97,0.96,0,,,,,,
3335280,6,8.0,0,0,0,0,0,0,0,2,1,,0,0.92,0.96,0,,,,,,
3323751,23,9.0,0,0,0,0,0,0,0,0,0,,0,0.85,0.82,0,,,,,,
3327163,162,12.0,0,40,160,288,32,89,127,273,1,,0,0.86,0.82,0,,,,,,
3411833,146,8.0,0,0,0,0,0,0,0,0,1,,0,0.93,0.87,0,,,,,,
3301314,23,8.0,0,0,0,0,0,0,0,1,2,,0,0.97,0.97,0,,,,,,
3511513,44,8.0,0,564,564,564,0,1,8,11,4,,0,0.72,0.55,0,,,,,,
3358700,0,12.0,0,8,8,8,0,0,0,0,2,,0,0.48,0.48,0,,,,,,
3308444,10,2.0,0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0,,,,,,
3505819,2,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3417328,8,4.0,0,0,0,0,0,0,0,0,1,,0,0.22,0.15,0,,,,,,
3503017,36,9.0,0,49,76,103,7,36,58,88,26,,0,1.0,1.0,0,,,,,,
3355774,4,2.0,0,0,0,1,0,0,0,2,3,,0,1.0,0.99,0,,,,,,
3293187,5,8.0,0,0,6,8,0,2,9,13,0,,0,0.97,0.98,0,,,,,,
3459538,76,8.0,0,12,48,108,10,29,74,106,19,,0,0.86,0.89,0,,,,,,
3484420,27,9.0,0,0,0,0,1,2,3,4,0,,0,0.94,0.83,0,,,,,,
3319390,13,9.0,0,0,0,0,0,1,8,10,2,,0,0.99,0.99,0,,,,,,
3327175,3,2.0,0,10,10,20,1,8,11,16,0,,0,0.98,0.98,0,,,,,,
3436022,0,4.0,0,4,7,8,0,0,0,0,0,,0,0.79,0.66,0,,,,,,
3343308,4,4.0,0,0,0,0,0,0,0,0,0,,0,0.7,0.66,0,,,,,,
3321030,45,52.0,0,0,0,0,0,3,7,11,2,,0,0.95,0.95,0,,,,,,
3376517,11,2.0,0,0,0,0,0,1,1,1,2,,0,0.91,0.84,0,,,,,,
3495426,14,8.0,0,0,0,0,0,0,0,0,2,,0,0.68,0.49,0,,,,,,
3397957,5,4.0,0,0,0,0,0,0,0,1,0,,0,0.73,0.78,0,,,,,,
3311211,12,8.0,0,0,0,0,0,2,9,15,0,,0,0.91,0.95,0,,,,,,
3301467,1,9.0,0,0,0,0,0,0,0,0,1,,0,0.7,0.66,0,,,,,,
3470424,193,52.0,0,0,0,0,0,0,0,3,0,,0,-99.0,-99.0,0,,,,,,
3393948,15,8.0,0,0,0,0,0,0,0,0,0,,0,0.87,0.92,0,,,,,,
3377619,58,8.0,0,0,0,0,3,10,17,21,1,,0,-99.0,-99.0,0,,,,,,
3414418,52,8.0,0,0,0,0,0,0,2,2,1,,0,0.99,0.99,0,,,,,,
3313093,1,8.0,0,0,0,0,1,1,1,1,0,,0,0.86,0.77,0,,,,,,
3315209,27,8.0,0,0,70,70,1,10,16,19,2,,0,0.97,0.98,0,,,,,,
3386351,2,12.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.79,0,,,,,,
3287157,122,2.0,0,0,0,0,1,4,6,6,0,,0,0.91,0.95,0,,,,,,
3406432,448,12.0,0,0,0,0,11,38,83,114,18,,0,0.92,0.9,0,,,,,,
3470434,7,8.0,0,0,0,0,0,0,0,0,0,,0,1.0,0.99,0,,,,,,
3324818,451,8.0,7,90,270,450,35,153,519,894,111,,0,0.93,0.97,0,,,,,,
3413252,32,2.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.99,0,,,,,,
3480846,256,8.0,0,0,0,0,4,15,28,48,0,,0,1.0,0.99,0,,,,,,
3399970,540,,0,0,0,0,0,2,3,3,0,,0,-99.0,-99.0,0,,,,,,
3366844,6,2.0,0,0,0,1,1,1,1,1,0,,0,0.48,0.36,0,,,,,,
3348106,163,2.0,17,128,288,416,68,236,373,474,103,,0,0.99,0.99,0,,,,,,
3308971,16,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3522361,0,8.0,0,0,0,0,0,0,0,0,0,,0,0.97,0.97,0,,,,,,
3499295,7,2.0,0,0,0,0,0,0,0,0,0,,0,0.97,0.97,0,,,,,,
3456042,12,4.0,0,0,0,0,0,0,1,2,0,,0,0.73,0.78,0,,,,,,
3423869,400,8.0,0,1800,2600,3800,0,0,0,0,0,,0,0.25,0.27,0,,,,,,
3389744,1270,8.0,0,0,0,0,11,31,74,131,24,,0,0.9,0.93,0,,,,,,
3423340,210,8.0,3,354,699,1044,109,391,746,1003,108,,0,0.96,0.96,0,,,,,,
3479080,5,8.0,0,0,0,0,0,0,0,0,0,,0,0.95,0.97,0,,,,,,
3372432,114,2.0,0,0,140,210,0,126,184,242,0,,0,0.98,0.99,0,,,,,,
3389602,12,9.0,0,0,0,0,0,1,5,14,2,,0,0.94,0.83,0,,,,,,
3332353,195,12.0,0,0,0,0,0,0,0,0,0,,0,0.92,0.9,0,,,,,,
3422850,277,4.0,0,0,0,0,0,0,16,16,3,,0,0.73,0.78,0,,,,,,
3308143,8,12.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.99,0,,,,,,
3342704,13,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3430901,10,2.0,0,0,0,0,1,2,5,10,0,,0,0.87,0.92,0,,,,,,
3378437,14,9.0,0,0,0,0,0,0,0,0,0,,0,0.85,0.82,0,,,,,,
3352522,13,8.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.99,0,,,,,,
3409147,15,2.0,0,0,0,0,0,1,1,1,0,,0,0.8,0.64,0,,,,,,
3411996,11,8.0,0,0,0,1,2,6,11,15,3,,0,0.97,0.98,0,,,,,,
3516410,7,2.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.76,0,,,,,,
3447160,36,8.0,0,0,0,0,0,0,0,0,0,,0,0.64,0.5,0,,,,,,
3315380,29,2.0,0,0,0,0,3,6,13,22,2,,0,0.85,0.91,0,,,,,,
3489697,3,8.0,0,1,3,5,0,2,4,6,1,,0,0.98,0.99,0,,,,,,
3430027,2799,8.0,17,0,0,0,75,220,391,630,98,,0,0.95,0.77,0,,,,,,
3369930,0,4.0,0,11,11,11,0,0,0,0,0,,0,0.7,0.66,0,,,,,,
3483889,0,9.0,0,5,5,5,0,0,0,0,0,,0,0.7,0.66,0,,,,,,
3485558,50,2.0,28,40,104,160,12,60,108,168,31,,0,0.85,0.83,0,,,,,,
3501811,52,3.0,0,10,10,10,15,35,53,83,5,,0,0.95,0.89,0,,,,,,
3286822,11,8.0,0,5,10,20,0,3,5,10,0,,0,0.99,0.98,0,,,,,,
3309395,152,2.0,0,42,42,42,0,0,0,0,21,,0,0.9,0.91,0,,,,,,
3446880,2,,0,0,0,0,0,0,0,0,3,,0,-99.0,-99.0,0,,,,,,
3488610,0,8.0,0,0,0,0,0,0,0,0,0,,0,1.0,0.93,0,,,,,,
3438222,11,8.0,0,0,0,0,0,0,0,0,0,,0,0.67,0.42,0,,,,,,
3471103,111,2.0,0,0,0,0,0,0,1,1,1,,0,0.98,0.98,0,,,,,,
3338120,3468,8.0,2,0,0,0,42,121,208,314,60,,0,0.98,0.96,0,,,,,,
3308128,622,9.0,197,436,1183,1999,164,676,1640,2580,317,,0,0.54,0.48,0,,,,,,
3513707,29,4.0,0,0,0,0,1,1,1,1,0,,0,0.73,0.78,0,,,,,,
3366394,1027,8.0,436,2634,4284,5934,744,2011,3078,4651,645,,0,0.93,0.95,1,,,,,,
3317309,216,,0,0,0,0,1,1,5,10,1,,0,-99.0,-99.0,0,,,,,,
3493848,3,2.0,0,1,3,3,1,3,5,8,1,,0,0.88,0.94,0,,,,,,
3348110,0,2.0,0,10,10,10,0,0,1,1,0,,0,0.21,0.34,0,,,,,,
3513740,4480,,0,0,0,0,11,36,48,98,10,,0,-99.0,-99.0,0,,,,,,
3423812,221,4.0,0,0,0,0,0,1,1,3,0,,0,0.73,0.78,0,,,,,,
3345159,2,12.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.79,0,,,,,,
3474266,3,4.0,0,1,3,5,0,1,3,3,0,,0,0.96,0.91,0,,,,,,
3424587,8,2.0,0,0,0,0,0,0,0,0,1,,0,0.57,0.67,0,,,,,,
3299071,2,2.0,0,0,0,0,3,3,3,3,1,,0,0.94,0.95,0,,,,,,
3354566,1,12.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.79,0,,,,,,
3506734,4,2.0,0,26,39,52,3,19,41,64,2,,0,0.48,0.36,0,,,,,,
3430588,6,9.0,0,30,30,30,2,5,15,25,2,,0,0.95,0.89,0,,,,,,
3423454,13,8.0,0,0,0,3,1,3,11,21,0,,0,1.0,1.0,0,,,,,,
3421453,86,2.0,48,143,308,484,34,139,302,423,64,,0,0.96,0.96,0,,,,,,
3355706,12,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
